Column1,Column12,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
L,1,8.26001,-13.1483,,1.47701E+15,8.25,-13.15,-2.72641,0
R,2,15.4407,-1.01846,-1.48784,1.47701E+15,8.1,-13.15,-3.00083,0
L,1,7.95138,-13.1593,,1.47701E+15,7.95,-13.15,-3.00084,0
R,2,15.4191,-1.03651,-0.716977,1.47701E+15,7.8,-13.2,-2.72553,-0.908516
L,1,7.64076,-13.2654,,1.47701E+15,7.65,-13.25,-2.72554,-0.908516
R,2,15.2661,-1.05621,-2.11606,1.47701E+15,7.5,-13.2,-2.72544,0.908483
L,1,7.35762,-13.1417,,1.47701E+15,7.35,-13.15,-2.72544,0.908483
R,2,15.0349,-1.07175,-1.34238,1.47701E+15,7.2,-13.15,-2.73035,0
L,1,7.05296,-13.1563,,1.47701E+15,7.05,-13.15,-2.73035,0
R,2,14.893,-1.09086,-1.71646,1.47701E+15,6.85,-13.15,-3.63616,0
L,1,6.672,-13.1364,,1.47701E+15,6.65,-13.15,-3.63617,0
R,2,14.6699,-1.10884,-0.875032,1.47701E+15,6.55,-13.15,-1.81656,0
L,1,6.46904,-13.1587,,1.47701E+15,6.45,-13.15,-1.81657,0
R,2,14.4304,-1.12445,-1.88305,1.47701E+15,6.3,-13.1,-2.73109,0.910352
L,1,6.15723,-13.0319,,1.47701E+15,6.15,-13.05,-2.73109,0.91036
R,2,14.1864,-1.13755,-2.90062,1.47701E+15,6,-12.95,-2.72331,1.81553
L,1,5.85711,-12.8423,,1.47701E+15,5.85,-12.85,-2.72331,1.81554
R,2,14.1065,-1.15181,-1.95986,1.47701E+15,5.7,-12.8,-2.72842,0.909475
L,1,5.5559,-12.7556,,1.47701E+15,5.55,-12.75,-2.72839,0.909466
R,2,13.8068,-1.16747,-2.70953,1.47701E+15,5.4,-12.65,-2.731,1.82067
L,1,5.23681,-12.5467,,1.47701E+15,5.25,-12.55,-2.731,1.82066
R,2,13.5269,-1.17869,-2.4779,1.47701E+15,5.15,-12.45,-1.81821,1.8182
L,1,5.04959,-12.3548,,1.47701E+15,5.05,-12.35,-1.8182,1.8182
R,2,13.3273,-1.18622,-2.53566,1.47701E+15,4.95,-12.25,-1.99957,1.99957
L,1,4.86969,-12.1416,,1.47701E+15,4.85,-12.15,-1.99954,1.99955
R,2,12.9798,-1.18873,-2.09258,1.47701E+15,4.8,-12.05,-0.999954,1.99993
L,1,4.77326,-11.9345,,1.47701E+15,4.75,-11.95,-0.999959,1.99992
R,2,12.539,-1.19655,-3.42819,1.47701E+15,4.65,-11.8,-2.0002,3.00031
L,1,4.54148,-11.6336,,1.47701E+15,4.55,-11.65,-2.0002,3.0003
R,2,12.4176,-1.19677,-1.98844,1.47701E+15,4.55,-11.55,0,1.99749
L,1,4.55238,-11.4548,,1.47701E+15,4.55,-11.45,0,1.99746
R,2,12.0696,-1.19087,-3.81549,1.47701E+15,4.5,-11.25,-0.90916,3.63662
L,1,4.45629,-11.0538,,1.47701E+15,4.45,-11.05,-0.909152,3.63659
R,2,11.7368,-1.18684,-1.55765,1.47701E+15,4.45,-10.95,0,1.81807
L,1,4.45899,-10.8664,,1.47701E+15,4.45,-10.85,0,1.81808
R,2,11.6867,-1.17618,-2.47213,1.47701E+15,4.45,-10.7,0,2.72865
L,1,4.44058,-10.5544,,1.47701E+15,4.45,-10.55,0,2.72864
R,2,11.3043,-1.16677,-2.36037,1.47701E+15,4.45,-10.4,0,2.72392
L,1,4.44086,-10.2469,,1.47701E+15,4.45,-10.25,0,2.72391
R,2,11.1445,-1.152,-2.18731,1.47701E+15,4.5,-10.1,0.909624,2.72885
L,1,4.54793,-9.94716,,1.47701E+15,4.55,-9.95,0.909615,2.72884
R,2,10.7341,-1.13037,-1.9859,1.47701E+15,4.6,-9.8,0.909111,2.72733
L,1,4.64364,-9.63888,,1.47701E+15,4.65,-9.65,0.909107,2.72732
R,2,10.6729,-1.10786,-1.7483,1.47701E+15,4.75,-9.5,1.81921,2.7288
L,1,4.82761,-9.37054,,1.47701E+15,4.85,-9.35,1.81921,2.7288
R,2,10.4052,-1.08079,-1.92895,1.47701E+15,4.9,-9.2,0.908739,2.72622
L,1,4.94177,-9.04086,,1.47701E+15,4.95,-9.05,0.908743,2.72623
R,2,10.3962,-1.05915,-0.886898,1.47701E+15,5.05,-8.95,1.8169,1.81688
L,1,5.1385,-8.8446,,1.47701E+15,5.15,-8.85,1.81688,1.81688
R,2,10.09,-1.02781,-1.24596,1.47701E+15,5.25,-8.7,1.8201,2.73014
L,1,5.33853,-8.54729,,1.47701E+15,5.35,-8.55,1.82008,2.73013
R,2,9.95856,-1.00261,-0.973357,1.47701E+15,5.4,-8.45,0.910244,1.82049
L,1,5.46213,-8.36055,,1.47701E+15,5.45,-8.35,0.910249,1.8205
R,2,10.0625,-0.976143,-1.42162,1.47701E+15,5.55,-8.2,1.99657,2.99484
L,1,5.63863,-8.05978,,1.47701E+15,5.65,-8.05,1.99657,2.99485
R,2,9.6935,-0.942624,-0.325581,1.47701E+15,5.75,-7.95,1.81871,1.81872
L,1,5.84353,-7.85177,,1.47701E+15,5.85,-7.85,1.81871,1.81871
R,2,9.73588,-0.912814,-0.00486679,1.47701E+15,6,-7.75,2.72961,1.81974
L,1,6.14453,-7.66253,,1.47701E+15,6.15,-7.65,2.72961,1.81974
R,2,9.82092,-0.878335,-0.277344,1.47701E+15,6.25,-7.55,1.9992,1.9992
L,1,6.3386,-7.44193,,1.47701E+15,6.35,-7.45,1.99918,1.99918
R,2,9.75766,-0.849487,-0.0978727,1.47701E+15,6.45,-7.35,1.81911,1.81911
L,1,6.54947,-7.257,,1.47701E+15,6.55,-7.25,1.81909,1.81909
R,2,9.86809,-0.822197,0.120418,1.47701E+15,6.65,-7.15,1.99996,1.99996
L,1,6.7522,-7.03215,,1.47701E+15,6.75,-7.05,1.99996,1.99996
R,2,9.74178,-0.796215,0.681366,1.47701E+15,6.85,-7,1.99752,0.998765
L,1,6.95051,-6.93564,,1.47701E+15,6.95,-6.95,1.99752,0.998765
R,2,9.73646,-0.767898,0.636735,1.47701E+15,7.1,-6.85,2.73035,1.82023
L,1,7.25571,-6.75585,,1.47701E+15,7.25,-6.75,2.73035,1.82023
R,2,9.82669,-0.735388,0.310058,1.47701E+15,7.35,-6.65,2.0006,2.0006
L,1,7.42947,-6.54884,,1.47701E+15,7.45,-6.55,2.00058,2.00058
R,2,10.0155,-0.711196,0.937302,1.47701E+15,7.55,-6.5,1.99841,0.999204
L,1,7.65263,-6.44325,,1.47701E+15,7.65,-6.45,1.99838,0.999195
R,2,10.0688,-0.686191,1.79052,1.47701E+15,7.8,-6.4,2.99952,0.999844
L,1,7.95705,-6.33998,,1.47701E+15,7.95,-6.35,2.99949,0.999829
R,2,10.2955,-0.660707,0.133278,1.47701E+15,8.05,-6.25,1.81603,1.81603
L,1,8.15184,-6.14215,,1.47701E+15,8.15,-6.15,1.81603,1.81603
R,2,10.0748,-0.631835,0.423922,1.47701E+15,8.25,-6.05,1.81921,1.81921
L,1,8.34844,-5.95288,,1.47701E+15,8.35,-5.95,1.81921,1.81921
R,2,10.2941,-0.606816,1.81063,1.47701E+15,8.5,-5.9,2.729,0.909673
L,1,8.64546,-5.83668,,1.47701E+15,8.65,-5.85,2.72898,0.909661
R,2,10.3761,-0.579463,1.35126,1.47701E+15,8.8,-5.75,2.72771,1.81848
L,1,8.95179,-5.66017,,1.47701E+15,8.95,-5.65,2.72772,1.81848
R,2,10.5509,-0.550533,0.683611,1.47701E+15,9.05,-5.55,1.99939,1.9994
L,1,9.15234,-5.45358,,1.47701E+15,9.15,-5.45,1.9994,1.9994
R,2,10.7242,-0.529443,1.0617,1.47701E+15,9.25,-5.4,1.81776,0.90888
L,1,9.3462,-5.33648,,1.47701E+15,9.35,-5.35,1.81776,0.908875
R,2,10.6867,-0.503878,0.00801584,1.47701E+15,9.45,-5.2,1.81545,2.72317
L,1,9.55586,-5.07162,,1.47701E+15,9.55,-5.05,1.81542,2.72314
R,2,10.7882,-0.472652,0.842123,1.47701E+15,9.65,-4.95,1.82145,1.82147
L,1,9.75218,-4.8384,,1.47701E+15,9.75,-4.85,1.82146,1.82146
R,2,11.1251,-0.450929,0.916652,1.47701E+15,9.85,-4.75,1.81961,1.8196
L,1,9.9571,-4.66087,,1.47701E+15,9.95,-4.65,1.8196,1.8196
R,2,10.9735,-0.424449,0.969135,1.47701E+15,10.05,-4.55,1.99827,1.99828
L,1,10.1558,-4.43582,,1.47701E+15,10.15,-4.45,1.99826,1.99826
R,2,11.012,-0.396725,0.528506,1.47701E+15,10.25,-4.3,1.81693,2.72538
L,1,10.3312,-4.16698,,1.47701E+15,10.35,-4.15,1.81692,2.72536
R,2,11.1324,-0.37187,1.16702,1.47701E+15,10.45,-4.05,1.81951,1.8195
L,1,10.5551,-3.94162,,1.47701E+15,10.55,-3.95,1.8195,1.81951
R,2,11.3205,-0.346977,1.07019,1.47701E+15,10.65,-3.85,1.81817,1.81818
L,1,10.746,-3.7455,,1.47701E+15,10.75,-3.75,1.81816,1.81817
R,2,11.5288,-0.321428,0.958754,1.47701E+15,10.85,-3.6,1.81621,2.7243
L,1,10.9457,-3.45027,,1.47701E+15,10.95,-3.45,1.8162,2.7243
R,2,11.5968,-0.290931,0.0529376,1.47701E+15,11,-3.3,0.908632,2.72588
L,1,11.0435,-3.16012,,1.47701E+15,11.05,-3.15,0.908632,2.72588
R,2,11.3751,-0.262609,0.248627,1.47701E+15,11.1,-3,0.909905,2.72971
L,1,11.1542,-2.85724,,1.47701E+15,11.15,-2.85,0.909888,2.72968
R,2,11.3429,-0.237942,-0.657875,1.47701E+15,11.15,-2.7,0,2.72847
L,1,11.1324,-2.55807,,1.47701E+15,11.15,-2.55,0,2.72844
R,2,11.5121,-0.212107,-0.543635,1.47701E+15,11.15,-2.4,0,2.72732
L,1,11.1569,-2.2658,,1.47701E+15,11.15,-2.25,0,2.72732
R,2,11.4133,-0.184157,1.27014,1.47701E+15,11.25,-2.1,1.81905,2.72856
L,1,11.3482,-1.94557,,1.47701E+15,11.35,-1.95,1.81905,2.72856
R,2,11.5354,-0.157397,-1.33198,1.47701E+15,11.3,-1.8,-0.90916,2.72747
L,1,11.2389,-1.64141,,1.47701E+15,11.25,-1.65,-0.909152,2.72745
R,2,11.4353,-0.133106,-0.409532,1.47701E+15,11.25,-1.5,0,2.72321
L,1,11.2625,-1.34833,,1.47701E+15,11.25,-1.35,0,2.72321
R,2,11.3746,-0.104867,-1.32078,1.47701E+15,11.2,-1.2,-0.909524,2.72856
L,1,11.1556,-1.0549,,1.47701E+15,11.15,-1.05,-0.909524,2.72856
R,2,11.0344,-0.0810376,-2.19048,1.47701E+15,11.05,-0.9,-1.81945,2.72916
L,1,10.9445,-0.73319,,1.47701E+15,10.95,-0.75,-1.81942,2.72913
R,2,10.852,-0.0540255,-1.26188,1.47701E+15,10.9,-0.599999,-0.909839,2.72952
L,1,10.8388,-0.441032,,1.47701E+15,10.85,-0.449999,-0.909822,2.72949
R,2,10.637,-0.0338463,-3.16697,1.47701E+15,10.7,-0.349999,-2.99538,1.99692
L,1,10.5529,-0.247121,,1.47701E+15,10.55,-0.25,-2.99539,1.99691
R,2,10.434,-0.0187044,-1.67055,1.47701E+15,10.45,-0.2,-1.81715,0.908579
L,1,10.3505,-0.143257,,1.47701E+15,10.35,-0.15,-1.81716,0.908579
R,2,10.2074,-0.0106801,-2.6148,1.47701E+15,10.2,-0.0999996,-2.73194,0.910655
L,1,10.0541,-0.0441275,,1.47701E+15,10.05,-0.0499992,-2.73194,0.910655
R,2,9.89001,0.000825869,-2.58728,1.47701E+15,9.9,9.49949E-07,-2.72481,0.908268
L,1,9.75876,0.0560308,,1.47701E+15,9.75,0.0500011,-2.72477,0.90826
R,2,9.63573,0.00964489,-1.81622,1.47701E+15,9.65,0.100001,-1.81759,0.908784
L,1,9.56967,0.149506,,1.47701E+15,9.55,0.15,-1.81757,0.908775
R,2,9.5634,0.0155366,-2.61454,1.47701E+15,9.4,0.15,-2.72659,0
L,1,9.25348,0.150166,,1.47701E+15,9.25,0.15,-2.72658,0
R,2,9.08448,0.0228764,-2.61295,1.47701E+15,9.1,0.2,-2.72925,0.909752
L,1,8.93575,0.243169,,1.47701E+15,8.95,0.25,-2.72926,0.909752
R,2,8.95026,0.0295912,-2.79773,1.47701E+15,8.8,0.25,-2.72783,0
L,1,8.64483,0.254352,,1.47701E+15,8.65,0.25,-2.7278,0
R,2,8.47238,0.0296451,-2.72052,1.47701E+15,8.5,0.25,-2.72395,0
L,1,8.35775,0.250149,,1.47701E+15,8.35,0.25,-2.72395,0
R,2,8.28345,0.0237815,-2.75499,1.47701E+15,8.2,0.2,-2.73278,-0.910929
L,1,8.03004,0.154113,,1.47701E+15,8.05,0.15,-2.73279,-0.910929
R,2,7.74832,0.0199538,-4.06511,1.47701E+15,7.85,0.15,-3.9992,0
L,1,7.63715,0.143302,,1.47701E+15,7.65,0.15,-3.99916,0
R,2,7.62144,0.020608,-1.92459,1.47701E+15,7.55,0.15,-1.99868,0
L,1,7.43926,0.160393,,1.47701E+15,7.45,0.15,-1.99866,0
R,2,7.34552,0.013889,-2.79671,1.47701E+15,7.3,0.100001,-2.72622,-0.908734
L,1,7.16771,0.0463372,,1.47701E+15,7.15,0.0500011,-2.72623,-0.908734
R,2,7.05739,-0.00713726,-1.92312,1.47701E+15,7.05,-0.0499995,-1.81887,-1.81889
L,1,6.95035,-0.144849,,1.47701E+15,6.95,-0.15,-1.81888,-1.81889
R,2,6.87642,-0.0353825,-1.74942,1.47701E+15,6.85,-0.25,-1.81792,-1.81792
L,1,6.76317,-0.34818,,1.47701E+15,6.75,-0.35,-1.81792,-1.81792
R,2,6.77279,-0.0670127,-1.80294,1.47701E+15,6.65,-0.45,-1.81881,-1.8188
L,1,6.56412,-0.553924,,1.47701E+15,6.55,-0.549999,-1.81879,-1.81878
R,2,6.64863,-0.115431,-1.34231,1.47701E+15,6.45,-0.749999,-1.81971,-3.63941
L,1,6.36344,-0.942514,,1.47701E+15,6.35,-0.949999,-1.81969,-3.63937
R,2,6.45072,-0.171362,0.516744,1.47701E+15,6.35,-1.1,0,-2.99522
L,1,6.36321,-1.25111,,1.47701E+15,6.35,-1.25,0,-2.99519
R,2,6.46485,-0.219372,0.384586,1.47701E+15,6.35,-1.4,0,-2.72817
L,1,6.35537,-1.55723,,1.47701E+15,6.35,-1.55,0,-2.72817
R,2,6.74008,-0.262061,0.70842,1.47701E+15,6.35,-1.7,0,-2.72628
L,1,6.35448,-1.83673,,1.47701E+15,6.35,-1.85,0,-2.72628
R,2,6.70101,-0.306612,0.641725,1.47701E+15,6.35,-2,0,-2.73154
L,1,6.35078,-2.13767,,1.47701E+15,6.35,-2.15,0,-2.73152
R,2,6.68883,-0.347417,0.876202,1.47701E+15,6.35,-2.3,0,-2.99503
L,1,6.33355,-2.43768,,1.47701E+15,6.35,-2.45,0,-2.99503
R,2,6.81201,-0.386367,1.94865,1.47701E+15,6.4,-2.6,0.909996,-2.73
L,1,6.45623,-2.7536,,1.47701E+15,6.45,-2.75,0.91,-2.73
R,2,7.01896,-0.421439,1.97259,1.47701E+15,6.5,-2.9,0.907593,-2.72277
L,1,6.54629,-3.01951,,1.47701E+15,6.55,-3.05,0.907584,-2.72274
R,2,7.4891,-0.460405,1.56,1.47701E+15,6.55,-3.25,0,-3.63617
L,1,6.54763,-3.45513,,1.47701E+15,6.55,-3.45,0,-3.63613
R,2,7.42685,-0.499304,2.20461,1.47701E+15,6.6,-3.6,0.909673,-2.72901
L,1,6.64571,-3.73674,,1.47701E+15,6.65,-3.75,0.909661,-2.72898
R,2,7.73369,-0.519546,2.24171,1.47701E+15,6.75,-3.85,1.81795,-1.81795
L,1,6.85201,-3.93663,,1.47701E+15,6.85,-3.95,1.81793,-1.81793
R,2,8.32239,-0.540957,2.69981,1.47701E+15,6.9,-4.15,0.909979,-3.63994
L,1,6.9548,-4.32855,,1.47701E+15,6.95,-4.35,0.909975,-3.6399
R,2,8.30107,-0.565342,1.79442,1.47701E+15,7,-4.45,0.907889,-1.81577
L,1,7.05586,-4.55105,,1.47701E+15,7.05,-4.55,0.907881,-1.81576
R,2,8.59318,-0.585948,2.51996,1.47701E+15,7.1,-4.7,0.909789,-2.72935
L,1,7.13261,-4.82718,,1.47701E+15,7.15,-4.85,0.909777,-2.72933
R,2,8.84525,-0.603476,3.20216,1.47701E+15,7.25,-5,1.81861,-2.72792
L,1,7.34301,-5.14642,,1.47701E+15,7.35,-5.15,1.81859,-2.72789
R,2,9.02066,-0.622827,2.45726,1.47701E+15,7.4,-5.3,0.999994,-3
L,1,7.46174,-5.44979,,1.47701E+15,7.45,-5.45,0.999999,-3
R,2,9.26753,-0.633155,2.46174,1.47701E+15,7.55,-5.55,1.81749,-1.81749
L,1,7.65989,-5.6552,,1.47701E+15,7.65,-5.65,1.81747,-1.81747
R,2,9.74447,-0.645201,2.28392,1.47701E+15,7.7,-5.8,0.909598,-2.72881
L,1,7.75276,-5.95823,,1.47701E+15,7.75,-5.95,0.909594,-2.72878
R,2,9.84383,-0.656665,2.49108,1.47701E+15,7.85,-6.05,1.81964,-1.81964
L,1,7.95034,-6.15505,,1.47701E+15,7.95,-6.15,1.81962,-1.81962
R,2,10.2229,-0.664707,3.50849,1.47701E+15,8.05,-6.3,1.99731,-2.99599
L,1,8.14855,-6.44643,,1.47701E+15,8.15,-6.45,1.99732,-2.99598
R,2,10.5783,-0.673972,1.89866,1.47701E+15,8.2,-6.55,0.909111,-1.81822
L,1,8.25279,-6.64996,,1.47701E+15,8.25,-6.65,0.909111,-1.81822
R,2,10.6184,-0.686812,2.56302,1.47701E+15,8.3,-6.8,0.90845,-2.72534
L,1,8.35448,-6.94719,,1.47701E+15,8.35,-6.95,0.908442,-2.72531
R,2,11.2448,-0.697694,3.19734,1.47701E+15,8.45,-7.1,1.81925,-2.72886
L,1,8.54666,-7.24803,,1.47701E+15,8.55,-7.25,1.81924,-2.72886
R,2,11.4023,-0.703311,2.66814,1.47701E+15,8.65,-7.35,1.82079,-1.8208
L,1,8.74711,-7.43338,,1.47701E+15,8.75,-7.45,1.8208,-1.8208
R,2,11.4784,-0.712179,2.92582,1.47701E+15,8.8,-7.6,0.997629,-2.99288
L,1,8.84984,-7.75349,,1.47701E+15,8.85,-7.75,0.997629,-2.99288
R,2,11.741,-0.726703,2.18954,1.47701E+15,8.9,-7.9,0.909127,-2.72742
L,1,8.94604,-8.07116,,1.47701E+15,8.95,-8.05,0.909127,-2.7274
R,2,12.0578,-0.738017,1.97437,1.47701E+15,9,-8.15,0.909524,-1.81903
L,1,9.01893,-8.23506,,1.47701E+15,9.05,-8.25,0.909516,-1.81902
R,2,12.3259,-0.7466,2.46112,1.47701E+15,9.1,-8.4,0.909922,-2.72975
L,1,9.1628,-8.53304,,1.47701E+15,9.15,-8.55,0.909913,-2.72976
R,2,12.4872,-0.755033,3.12856,1.47701E+15,9.25,-8.7,1.8169,-2.72535
L,1,9.3508,-8.85468,,1.47701E+15,9.35,-8.85,1.81688,-2.72532
R,2,12.9973,-0.761667,2.54796,1.47701E+15,9.4,-9,0.910219,-2.73069
L,1,9.45338,-9.162,,1.47701E+15,9.45,-9.15,0.910228,-2.73069
R,2,13.3492,-0.7773,2.64735,1.47701E+15,9.5,-9.3,0.997908,-2.99371
L,1,9.56994,-9.45148,,1.47701E+15,9.55,-9.45,0.997908,-2.99372
R,2,13.5895,-0.783535,1.80157,1.47701E+15,9.6,-9.55,0.909971,-1.81993
L,1,9.64603,-9.66938,,1.47701E+15,9.65,-9.65,0.909954,-1.81992
R,2,13.7362,-0.793586,1.9961,1.47701E+15,9.65,-9.8,0,-2.73054
L,1,9.64842,-9.95866,,1.47701E+15,9.65,-9.95,0,-2.73053
R,2,13.8624,-0.804437,2.82352,1.47701E+15,9.7,-10.1,0.998187,-2.99456
L,1,9.7516,-10.2483,,1.47701E+15,9.75,-10.25,0.998187,-2.99455
R,2,14.2377,-0.814555,2.56532,1.47701E+15,9.8,-10.4,0.909806,-2.7294
L,1,9.8633,-10.5382,,1.47701E+15,9.85,-10.55,0.909797,-2.72938
R,2,14.5453,-0.825759,1.93079,1.47701E+15,9.85,-10.7,0,-2.72718
L,1,9.84674,-10.8547,,1.47701E+15,9.85,-10.85,0,-2.72715
R,2,14.6206,-0.839985,1.93631,1.47701E+15,9.85,-11,0,-2.72395
L,1,9.86442,-11.1448,,1.47701E+15,9.85,-11.15,0,-2.72395
R,2,15.0172,-0.853421,2.11639,1.47701E+15,9.85,-11.3,0,-2.73074
L,1,9.85036,-11.4464,,1.47701E+15,9.85,-11.45,0,-2.73075
R,2,15.3302,-0.866059,2.06556,1.47701E+15,9.85,-11.6,0,-2.72396
L,1,9.83174,-11.7336,,1.47701E+15,9.85,-11.75,0,-2.72396
R,2,15.3983,-0.88022,1.79987,1.47701E+15,9.8,-11.9,-1.0005,-3.00149
L,1,9.75331,-12.0506,,1.47701E+15,9.75,-12.05,-1.0005,-3.0015
R,2,15.5297,-0.900676,0.234171,1.47701E+15,9.65,-12.15,-1.81799,-1.81797
L,1,9.55524,-12.2329,,1.47701E+15,9.55,-12.25,-1.81797,-1.81797
R,2,15.6284,-0.919828,1.29552,1.47701E+15,9.45,-12.4,-1.82042,-2.73064
L,1,9.34172,-12.5587,,1.47701E+15,9.35,-12.55,-1.82041,-2.73063
R,2,15.6571,-0.941485,0.291516,1.47701E+15,9.25,-12.65,-1.99893,-1.99891
L,1,9.16462,-12.7506,,1.47701E+15,9.15,-12.75,-1.99891,-1.9989
R,2,15.7268,-0.954682,0.414822,1.47701E+15,9.05,-12.85,-1.81839,-1.81839
L,1,8.95936,-12.9426,,1.47701E+15,8.95,-12.95,-1.81838,-1.81838
R,2,15.8476,-0.977762,-0.972751,1.47701E+15,8.8,-13,-2.72942,-0.909806
L,1,8.65422,-13.0444,,1.47701E+15,8.65,-13.05,-2.72941,-0.909806
R,2,15.6101,-0.995616,-0.116796,1.47701E+15,8.5,-13.15,-2.99987,-1.99991
L,1,8.3436,-13.2381,,1.47701E+15,8.35,-13.25,-2.99984,-1.9999
R,2,15.432,-1.01103,-1.74358,1.47701E+15,8.25,-13.2,-1.99797,0.998985
L,1,8.15674,-13.1486,,1.47701E+15,8.15,-13.15,-1.99797,0.998985
R,2,15.4246,-1.02553,-0.658323,1.47701E+15,8,-13.2,-2.73,-0.910004
L,1,7.85314,-13.2533,,1.47701E+15,7.85,-13.25,-2.73,-0.910004
R,2,15.1639,-1.04748,-1.86286,1.47701E+15,7.65,-13.25,-3.62957,0
L,1,7.45422,-13.2433,,1.47701E+15,7.45,-13.25,-3.62953,0
R,2,15.1626,-1.06605,-1.33622,1.47701E+15,7.3,-13.25,-2.7301,0
L,1,7.13166,-13.2372,,1.47701E+15,7.15,-13.25,-2.73007,0
R,2,14.8978,-1.08358,-1.4991,1.47701E+15,7,-13.25,-2.72703,0
L,1,6.84852,-13.2404,,1.47701E+15,6.85,-13.25,-2.727,0
R,2,14.8615,-1.10225,-2.03746,1.47701E+15,6.7,-13.2,-2.72742,0.909144
L,1,6.55626,-13.1584,,1.47701E+15,6.55,-13.15,-2.72742,0.909144
R,2,14.3946,-1.11583,-2.23409,1.47701E+15,6.4,-13.1,-2.72703,0.908994
L,1,6.25112,-13.0473,,1.47701E+15,6.25,-13.05,-2.727,0.908995
R,2,14.3607,-1.13231,-1.93156,1.47701E+15,6.1,-13,-2.73,0.910004
L,1,5.95513,-12.9613,,1.47701E+15,5.95,-12.95,-2.72998,0.909996
R,2,14.3815,-1.14857,-2.05973,1.47701E+15,5.8,-12.9,-2.99275,0.99759
L,1,5.6635,-12.8347,,1.47701E+15,5.65,-12.85,-2.99275,0.99758
R,2,14.0268,-1.15873,-2.36004,1.47701E+15,5.55,-12.75,-1.81993,1.81994
L,1,5.45219,-12.6228,,1.47701E+15,5.45,-12.65,-1.81994,1.81994
R,2,13.5149,-1.16708,-2.47916,1.47701E+15,5.35,-12.55,-1.81722,1.81723
L,1,5.25069,-12.4448,,1.47701E+15,5.25,-12.45,-1.81721,1.81721
R,2,13.4552,-1.17936,-2.79199,1.47701E+15,5.1,-12.35,-2.72881,1.8192
L,1,4.9499,-12.2734,,1.47701E+15,4.95,-12.25,-2.72881,1.81921
R,2,13.1387,-1.18616,-2.10019,1.47701E+15,4.9,-12.15,-0.908467,1.81693
L,1,4.84027,-12.0359,,1.47701E+15,4.85,-12.05,-0.908462,1.81692
R,2,12.8997,-1.1896,-3.33726,1.47701E+15,4.75,-11.9,-1.81788,2.72684
L,1,4.63814,-11.758,,1.47701E+15,4.65,-11.75,-1.81788,2.72683
R,2,12.3042,-1.19578,-2.07279,1.47701E+15,4.6,-11.65,-0.909963,1.81994
L,1,4.5399,-11.541,,1.47701E+15,4.55,-11.55,-0.909959,1.81992
R,2,12.1226,-1.19333,-3.59435,1.47701E+15,4.5,-11.35,-0.909227,3.63689
L,1,4.45518,-11.1556,,1.47701E+15,4.45,-11.15,-0.909218,3.63686
R,2,12.0979,-1.19164,-1.93426,1.47701E+15,4.4,-11.05,-0.909227,1.81845
L,1,4.36691,-10.9529,,1.47701E+15,4.35,-10.95,-0.909222,1.81844
R,2,11.5336,-1.18409,-2.00293,1.47701E+15,4.4,-10.8,0.9094,2.72823
L,1,4.42489,-10.6572,,1.47701E+15,4.45,-10.65,0.909396,2.72819
R,2,11.4356,-1.17086,-2.81654,1.47701E+15,4.45,-10.5,0,3.00113
L,1,4.44692,-10.3512,,1.47701E+15,4.45,-10.35,0,3.00113
R,2,10.9254,-1.15506,-2.25117,1.47701E+15,4.5,-10.2,0.999524,2.99855
L,1,4.5556,-10.0446,,1.47701E+15,4.55,-10.05,0.999524,2.99856
R,2,10.8604,-1.13609,-2.26342,1.47701E+15,4.6,-9.9,0.998267,2.9948
L,1,4.65841,-9.75093,,1.47701E+15,4.65,-9.75,0.998262,2.99479
R,2,10.5329,-1.11857,-1.07221,1.47701E+15,4.7,-9.65,0.910924,1.82187
L,1,4.74425,-9.53907,,1.47701E+15,4.75,-9.55,0.910928,1.82186
R,2,10.5106,-1.09824,-1.95487,1.47701E+15,4.8,-9.4,0.908038,2.72411
L,1,4.87523,-9.25457,,1.47701E+15,4.85,-9.25,0.908033,2.7241
R,2,10.2807,-1.07104,-1.598,1.47701E+15,4.95,-9.1,1.81851,2.72776
L,1,5.04624,-8.96378,,1.47701E+15,5.05,-8.95,1.81852,2.72777
R,2,10.1055,-1.04116,-1.48391,1.47701E+15,5.15,-8.8,1.8165,2.72476
L,1,5.26299,-8.64398,,1.47701E+15,5.25,-8.65,1.8165,2.72475
R,2,10.0829,-1.0125,-0.557198,1.47701E+15,5.35,-8.55,1.82159,1.8216
L,1,5.43218,-8.43885,,1.47701E+15,5.45,-8.45,1.82157,1.82157
R,2,10.0189,-0.988216,-1.11875,1.47701E+15,5.5,-8.35,0.908054,1.81609
L,1,5.54143,-8.23537,,1.47701E+15,5.55,-8.25,0.908054,1.8161
R,2,10.0003,-0.961796,0.253973,1.47701E+15,5.7,-8.15,2.72851,1.81902
L,1,5.85207,-8.0316,,1.47701E+15,5.85,-8.05,2.72849,1.81899
R,2,9.9687,-0.926042,-1.09038,1.47701E+15,5.95,-7.9,1.81851,2.72777
L,1,6.04955,-7.75139,,1.47701E+15,6.05,-7.75,1.81852,2.72777
R,2,9.92266,-0.895106,-0.251318,1.47701E+15,6.15,-7.65,1.81739,1.81739
L,1,6.2473,-7.56333,,1.47701E+15,6.25,-7.55,1.81739,1.81739
R,2,9.84317,-0.864096,-0.225876,1.47701E+15,6.35,-7.45,1.8164,1.81641
